ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	RememberResp	KnowResp	NewResp	FontStyle	OldResp	StimuliDir	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.Duration	IntroButtonMap.StartTime	IntroButtonMap.FinishTime	IntroButtonMap.RESP	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.Duration	GetReady.StartTime	GetReady.FinishTime	GetReady.RESP	GetReady.OnsetToOnsetTime	ACC_For_NewPlace	ACC_For_NewFace	Percent_Of_OldFace_Rated_As_Know	Percent_Of_OldFace_Rated_As_Remember	Percent_Of_OldPlace_Rated_As_Know	Percent_Of_OldPlace_Rated_As_Remember	Avg_RT_For_New_RESP_To_NewPlace	Avg_RT_For_New_RESP_To_NewFace	Avg_RT_For_Know_RESP_To_OldPlace	Avg_RT_For_Know_RESP_To_OldFace	Avg_RT_For_Remember_RESP_To_OldPlace	Avg_RT_For_Remember_RESP_To_OldFace	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	ReadyList	Procedure	Stimulus	SyncSlideDur	ReadyList.Cycle	ReadyList.Sample	Running	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.Duration	SyncSlide.StartTime	SyncSlide.FinishTime	SyncSlide.RESP	SyncSlide.OnsetToOnsetTime	Run1	StimType	VFDuration	SessionSelectionList	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	PreStimFix.OnsetDelay	PreStimFix.OnsetTime	PreStimFix.DurationError	PreStimFix.Duration	PreStimFix.StartTime	PreStimFix.FinishTime	PreStimFix.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.Duration	Stim.StartTime	Stim.FinishTime	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.Duration	Fix.StartTime	Fix.FinishTime	Fix.OnsetToOnsetTime	Block
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0	1	InitialTR	3	2000	1	1	ReadyList	6	8610	-7	2000	8504	10503	""	0																																		1
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0	2	InitialTR	2	2000	1	2	ReadyList	5	10609	-6	2000	10504	12503	""	0																																		2
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0	3	InitialTR	1	2000	1	3	ReadyList	4	12608	-5	2000	12504	14503	""	0																																		3
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0	4	InitialTR	+	1000	1	4	ReadyList	3	14607	-4	1000	14504	15503	""	0																																		4
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	FC_024_F12.png				SessionSelectionList										oldface	0	2	2	2	1	3	15607	2	1000	15504	15609	999	2	16606	-1	2000	15634	18605	17564	0	958	3	12	2013	13	18619	-14	1000	18605	19605	0	5
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	F64.bmp				SessionSelectionList										newface	2000	2	2	2	2	13	19619	2	1000	19607	19621	999	12	20618	-1	2000	19659	22617	21707	0	1089	1	3	2013	13	22631	-14	1000	22617	23617	0	6
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	FC_022_F11.png				SessionSelectionList										oldface	1000	2	2	2	3	12	23630	3	1000	23619	23633	1000	12	24630	-1	2000	23660	26629	26259	1	1629	2	12	2012	12	26642	-13	1000	26629	27629	0	7
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	p13.1.jpg				SessionSelectionList										newplace	2000	2	2	2	4	25	27655	3	1000	27631	27658	987	12	28642	-1	2000	27671	30641	29475	1	833	3	3	2012	12	30654	-13	1000	30641	31641	0	8
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_026_SCENE_24.png				SessionSelectionList										oldplace	0	2	2	2	5	12	31654	2	1000	31643	31656	999	11	32653	-1	2000	31677	34652	33619	1	966	1	12	2013	13	34666	-14	1000	34652	35652	0	9
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	F79.bmp				SessionSelectionList										newface	3000	2	2	2	6	13	35666	2	1000	35654	35668	999	12	36665	-1	2000	35703	38664	37755	1	1090	3	3	2013	13	38678	-14	1000	38664	39664	0	10
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_017_SCENE_03.png				SessionSelectionList										oldplace	4000	2	2	2	7	12	39677	3	1000	39666	39680	1000	12	40677	-1	2000	39716	42676	41995	1	1318	1	12	2012	12	42689	-13	1000	42676	43676	0	11
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	lexington14.jpg				SessionSelectionList										newplace	1000	2	2	2	8	12	43689	2	1000	43678	43691	1000	12	44689	-1	2000	43707	46688	46155	0	1466	2	3	2012	12	46701	-13	1000	46688	47688	0	12
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_023_SCENE_09.png				SessionSelectionList										oldplace	1000	2	2	2	9	12	47701	2	1000	47690	47703	999	11	48700	-1	2000	47741	50699	49739	0	1039	3	12	2013	13	50713	-14	1000	50699	51699	0	13
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	F96.bmp				SessionSelectionList										newface	4000	2	2	2	10	12	51712	3	1000	51701	51715	1000	12	52712	-1	2000	51718	54711	54235	1	1523	3	3	2013	13	54725	-14	1000	54711	55711	0	14
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	M62.bmp				SessionSelectionList										newface	0	2	2	2	11	12	55724	3	1000	55713	55727	1000	12	56724	-1	2000	55730	58723	57899	1	1175	3	3	2012	12	58736	-13	1000	58723	59723	0	15
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	92027.jpg				SessionSelectionList										newplace	3000	2	2	2	12	12	59736	2	1000	59725	59738	1000	12	60736	-1	2000	59743	62735	61531	0	795	1	3	2012	12	62748	-13	1000	62735	63735	0	16
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	FC_014_F7.png				SessionSelectionList										oldface	2000	2	2	2	13	12	63748	2	1000	63737	63750	999	11	64747	-1	2000	63760	66746	66011	1	1264	2	12	2013	13	66760	-14	1000	66746	67746	0	17
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	FC_020_F10.png				SessionSelectionList										oldface	3000	2	2	2	14	12	67759	2	1000	67748	67761	1000	12	68759	-1	2000	67771	70758	69851	1	1092	1	12	2013	13	70772	-14	1000	70758	71758	0	18
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_020_SCENE_06.png				SessionSelectionList										oldplace	2000	2	2	2	15	12	71771	2	1000	71760	71774	1000	12	72771	-1	2000	71783	74770	74699	1	1928	2	12	2012	12	74783	-13	1000	74770	75770	0	19
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	92045.jpg				SessionSelectionList										newplace	4000	2	2	2	16	12	75783	2	1000	75772	75785	1000	12	76783	-1	2000	75790	78782	77923	1	1140	3	3	2012	12	78795	-13	1000	78782	79782	0	20
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	Scene_11.jpg				SessionSelectionList										newplace	0	2	2	2	17	12	79795	2	1000	79784	79797	999	11	80794	-1	2000	79805	82793	82346	1	1552	3	3	2013	13	82807	-14	1000	82793	83793	0	21
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	f108.bmp				SessionSelectionList										newface	1000	2	2	2	18	12	83806	3	1000	83795	83809	1000	12	84806	-1	2000	83812	86805	86099	1	1293	3	3	2013	13	86819	-14	1000	86805	87805	0	22
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_022_SCENE_08.png				SessionSelectionList										oldplace	4000	2	2	2	19	12	87818	3	1000	87807	87821	1000	12	88818	-1	2000	87830	90817	89826	1	1008	1	12	2012	12	90830	-13	1000	90817	91817	0	23
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	PL_015_SCENE_01.png				SessionSelectionList										oldplace	3000	2	2	2	20	12	91830	2	1000	91819	91832	999	11	92829	-1	2000	91842	94828	93794	1	965	1	12	2013	13	94842	-14	1000	94828	95828	0	24
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	M78.bmp				SessionSelectionList										newface	2000	2	2	2	21	13	95842	1	1000	95830	95843	999	12	96841	-1	2000	95846	98840	98226	1	1385	3	3	2013	13	98854	-14	1000	98840	99840	0	25
REC090512	103111_fnca	2	1	1	-1143936076	1	75.031	75.030	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.195	7	123	1	2	3	Verdana	12	REC Stimuli\	39	6144	-999999	-1	6105	6604	{SPACE}	0	20	6624	-21	2000	6605	8503	""	1986	0.583333333333333	0.666666666666667	42.8571428571429	57.1428571428571	11.1111111111111	88.8888888888889	1142	1239.125	1928	1699	1070.375	908.75	12	208170	-999999	208160	0		RecMemTrialsPROC	FC_019_M10.png				SessionSelectionList										oldface	4000	2	2	2	22	12	99853	2	1000	99842	99855	1000	12	100853	-1	2000	99864	102852	102050	0	1197	3	12	2012	12	102865	-13	1000	102852	103852	0	26
