ExperimentName	HCPID	RunNumber	Subject	Session	RandomSeed	Group	Laptop.RefreshRate	ScannerD2.RefreshRate	StudioVersion	RuntimeVersion	RuntimeVersionExpected	ExperimentVersion	triggercode	Allowed	Target	Nontarget	FontStyle	RunTrialNumber[Session]	TrialsPerRun[Session]	TotalRespGreater200[Session]	ConsecRTLess200[Session]	ConsecNonResp[Session]	StimuliDir	ACC_2_Back_Body	Avg_RT_For_Correct_Trials_2_Back_Body	ACC_0_Back_Body	Avg_RT_For_Correct_Trials_0_Back_Body	ACC_2_Back_Face	Avg_RT_For_Correct_Trials_2_Back_Face	ACC_0_Back_Face	Avg_RT_For_Correct_Trials_0_Back_Face	ACC_2_Back_Place	Avg_RT_For_Correct_Trials_2_Back_Place	ACC_0_Back_Place	Avg_RT_For_Correct_Trials_0_Back_Place	ACC_2_Back_Tools	Avg_RT_For_Correct_Trials_2_Back_Tools	ACC_0_Back_Tools	Avg_RT_For_Correct_Trials_0_Back_Tools	ExpInstrucFeelFreeToRest.OnsetDelay	ExpInstrucFeelFreeToRest.OnsetTime	ExpInstrucFeelFreeToRest.DurationError	ExpInstrucFeelFreeToRest.StartTime	ExpInstrucFeelFreeToRest.OnsetToOnsetTime	FeelFreeToRest.OnsetDelay	FeelFreeToRest.OnsetTime	FeelFreeToRest.DurationError	FeelFreeToRest.StartTime	FeelFreeToRest.OnsetToOnsetTime	SessionSelectionList	Procedure[Block]	Stimulus[Block]	RunNumberFilterValue	SessionSelectionList.Cycle	SessionSelectionList.Sample	Running[Block]	IntroButtonMap.OnsetDelay	IntroButtonMap.OnsetTime	IntroButtonMap.DurationError	IntroButtonMap.OnsetToOnsetTime	GetReady.OnsetDelay	GetReady.OnsetTime	GetReady.DurationError	GetReady.OnsetToOnsetTime	Cue2Back.OnsetDelay	Cue2Back.OnsetTime	Cue2Back.DurationError	Cue2Back.OnsetToOnsetTime	Run1Block1	TargetType	CorrectResponse	StimType	BlockType	RunTrialNumber[Block]	TrialsPerRun[Block]	TotalRespGreater200[Block]	ConsecRTLess200[Block]	ConsecNonResp[Block]	ControlAcc	ConsecSameResp	ExperimenterWindow.OnsetDelay	ExperimenterWindow.OnsetTime	ExperimenterWindow.DurationError	ExperimenterWindow.OnsetToOnsetTime	Stim.OnsetDelay	Stim.OnsetTime	Stim.DurationError	Stim.RTTime	Stim.ACC	Stim.RT	Stim.RESP	Stim.CRESP	Stim.OnsetToOnsetTime	Fix.OnsetDelay	Fix.OnsetTime	Fix.DurationError	Fix.OnsetToOnsetTime	CueTarget.OnsetDelay	CueTarget.OnsetTime	CueTarget.DurationError	CueTarget.OnsetToOnsetTime	Run1Block2	Fix15sec.OnsetDelay	Fix15sec.OnsetTime	Fix15sec.DurationError	Fix15sec.OnsetToOnsetTime	Run1Block3	Run1Block4	Run1Block5	Run1Block6	Run1Block7	Run1Block8	Block	Procedure[Trial]	Stimulus[Trial]	ReadyList	Running[Trial]	ReadyList.Cycle	ReadyList.Sample	SyncSlide.OnsetDelay	SyncSlide.OnsetTime	SyncSlide.DurationError	SyncSlide.FinishTime	SyncSlide.OnsetToOnsetTime	Trial
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	28	Cue2BackPROC	""	2	2	25	SessionSelectionList									13	101865	-14	0																																													25												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_015_M8.png	2	2	26	SessionSelectionList														nonlure	3	Face	2-Back	22	80	21	0	0	100	3	39	106463	3	14	72	104424	-1	105564	1	1140	3	3	2039	53	106477	-54	0																26												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_018_F9.png	2	2	27	SessionSelectionList														nonlure	3	Face	2-Back	23	80	22	0	0	100	4	39	109035	2	14	72	106996	-1	107725	1	729	3	3	2039	53	109049	-54	0																27												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_018_F9.png	2	2	28	SessionSelectionList														lure	3	Face	2-Back	24	80	23	0	0	100	5	39	111608	1	13	73	109569	-1	110453	1	884	3	3	2039	52	111621	-53	0																28												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_017_M9.png	2	2	29	SessionSelectionList														nonlure	3	Face	2-Back	25	80	24	0	0	100	6	39	114180	1	14	72	112141	-1	113426	1	1285	3	3	2039	53	114194	-54	0																29												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_017_M9.png	2	2	30	SessionSelectionList														lure	3	Face	2-Back	26	80	25	0	0	100	7	39	116752	2	14	72	114713	-1	115877	1	1164	3	3	2039	53	116766	-54	0																30												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_016_F8.png	2	2	31	SessionSelectionList														nonlure	3	Face	2-Back	27	80	26	0	0	100	8	40	119325	1	13	72	117285	-1	118280	1	995	3	3	2040	53	119338	-54	0																31												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_013_M7.png	2	2	32	SessionSelectionList														nonlure	3	Face	2-Back	28	80	27	0	0	100	9	39	121897	1	14	73	119858	-1	120808	1	950	3	3	2039	53	121911	-54	0																32												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_014_F7.png	2	2	33	SessionSelectionList														nonlure	3	Face	2-Back	29	80	28	0	0	100	10	39	124469	3	14	72	122430	-1	123332	1	902	3	3	2039	53	124483	-54	0																33												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_013_M7.png	2	2	34	SessionSelectionList														target	2	Face	2-Back	30	80	29	0	0	100	1	40	127042	1	13	72	125002	-1	125964	1	962	2	2	2040	53	127055	-54	0																34												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	29	TrialsPROC	FC_014_F7.png	2	2	35	SessionSelectionList														target	2	Face	2-Back	31	80	30	0	0	100	2	39	129614	1	14	73	127575	-1	129244	1	1669	2	2	2039	53	129628	-54	0																35												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	30	Cue0BackPROC	TO_019_TOOL19_BA.png	2	2	36	SessionSelectionList																																										19	130094	-20	0												36												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_019_TOOL19_BA.png	2	2	37	SessionSelectionList														target	2	Tools	0-Back	32	80	31	0	0	100	3	39	134665	2	14	51	132626	-1	133603	1	977	2	2	2039	53	134679	-54	0																37												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_024_TOOL24_BA.png	2	2	38	SessionSelectionList														nonlure	3	Tools	0-Back	33	80	32	0	0	100	1	39	137224	2	14	59	135185	-1	135729	1	544	3	3	2039	53	137238	-54	0																38												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_019_TOOL19_BA.png	2	2	39	SessionSelectionList														target	2	Tools	0-Back	34	80	33	0	0	100	1	39	139783	1	14	59	137744	-1	138477	1	733	2	2	2039	53	139797	-54	0																39												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_023_TOOL23_BA.png	2	2	40	SessionSelectionList														nonlure	3	Tools	0-Back	35	80	34	0	0	100	1	39	142342	2	14	59	140303	-1	140805	1	502	3	3	2039	53	142356	-54	0																40												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_020_TOOL20_BA.png	2	2	41	SessionSelectionList														nonlure	3	Tools	0-Back	36	80	35	0	0	100	2	39	144901	1	14	59	142862	-1	143426	1	564	3	3	2039	53	144915	-54	0																41												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_020_TOOL20_BA.png	2	2	42	SessionSelectionList														lure	3	Tools	0-Back	37	80	36	0	0	100	3	39	147460	1	14	59	145421	-1	146051	1	630	3	3	2039	53	147474	-54	0																42												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_022_TOOL22_BA.png	2	2	43	SessionSelectionList														nonlure	3	Tools	0-Back	38	80	37	0	0	100	4	39	150019	1	14	59	147980	-1	148655	1	675	3	3	2039	53	150033	-54	0																43												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_022_TOOL22_BA.png	2	2	44	SessionSelectionList														lure	3	Tools	0-Back	39	80	38	0	0	100	5	39	152578	1	14	59	150539	-1	151074	1	535	3	3	2039	53	152592	-54	0																44												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_021_TOOL21_BA.png	2	2	45	SessionSelectionList														nonlure	3	Tools	0-Back	40	80	39	0	0	100	6	39	155137	1	14	59	153098	-1	153682	1	584	3	3	2039	53	155151	-54	0																45												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	31	TrialsPROC	TO_021_TOOL21_BA.png	2	2	46	SessionSelectionList														lure	3	Tools	0-Back	41	80	40	0	0	100	7	39	157696	1	14	59	155657	-1	156155	1	498	3	3	2039	53	157710	-54	0																46												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	32	Fix15secPROC	""	2	2	47	SessionSelectionList																																															6	158163	-7	0							47												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	33	Cue2BackPROC	""	2	2	48	SessionSelectionList									13	173170	-14	0																																													48												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_020_H17-T_BA.png	2	2	49	SessionSelectionList														nonlure	3	Body	2-Back	42	80	41	0	0	100	8	40	177755	1	13	58	175715	-1	176268	1	553	3	3	2040	53	177768	-54	0																49												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_019_H14-T_BA.png	2	2	50	SessionSelectionList														nonlure	3	Body	2-Back	43	80	42	0	0	100	9	39	180314	1	13	60	178275	-1	178868	1	593	3	3	2039	52	180327	-53	0																50												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_020_H17-T_BA.png	2	2	51	SessionSelectionList														target	2	Body	2-Back	44	80	43	0	0	100	1	38	182872	2	14	59	180834	-1	181298	1	464	2	2	2038	52	182886	-53	0																51												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_019_H14-T_BA.png	2	2	52	SessionSelectionList														target	2	Body	2-Back	45	80	44	0	0	100	2	38	185431	2	14	59	183393	-1	184318	1	925	2	2	2038	52	185445	-53	0																52												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_024_H3-T_BA.png	2	2	53	SessionSelectionList														nonlure	3	Body	2-Back	46	80	45	0	0	100	1	38	187990	2	14	59	185952	-1	186854	1	902	3	3	2038	52	188004	-53	0																53												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_024_H3-T_BA.png	2	2	54	SessionSelectionList														lure	3	Body	2-Back	47	80	46	0	0	100	2	39	190549	2	14	58	188510	-1	189484	1	974	3	3	2039	53	190563	-54	0																54												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_025_H5-T_BA.png	2	2	55	SessionSelectionList														nonlure	3	Body	2-Back	48	80	47	0	0	100	3	39	193108	2	14	59	191069	-1	192194	1	1125	3	3	2039	53	193122	-54	0																55												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_023_H25-T_BA.png	2	2	56	SessionSelectionList														nonlure	3	Body	2-Back	49	80	48	0	0	100	4	39	195667	2	14	59	193628	-1	194857	1	1229	3	3	2039	53	195681	-54	0																56												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_022_H24-T_BA.png	2	2	57	SessionSelectionList														nonlure	3	Body	2-Back	50	80	49	0	0	100	5	39	198226	2	14	59	196187	-1	197105	1	918	3	3	2039	53	198240	-54	0																57												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	34	TrialsPROC	BP_022_H24-T_BA.png	2	2	58	SessionSelectionList														lure	3	Body	2-Back	51	80	50	0	0	100	6	39	200785	2	14	59	198746	-1	199849	1	1103	3	3	2039	53	200799	-54	0																58												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	35	Cue2BackPROC	""	2	2	59	SessionSelectionList									6	201252	-7	0																																													59												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_019_SCENE_05.png	2	2	60	SessionSelectionList														nonlure	3	Place	2-Back	52	80	51	0	0	100	7	39	205850	1	14	65	203811	-1	205149	1	1338	3	3	2039	53	205864	-54	0																60												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_017_SCENE_03.png	2	2	61	SessionSelectionList														nonlure	3	Place	2-Back	53	80	52	0	0	100	8	39	208422	2	14	72	206383	-1	207276	1	893	3	3	2039	53	208436	-54	0																61												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_017_SCENE_03.png	2	2	62	SessionSelectionList														lure	3	Place	2-Back	54	80	53	0	0	100	9	40	210995	1	13	72	208955	-1	209829	1	874	3	3	2040	53	211008	-54	0																62												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_016_SCENE_02.png	2	2	63	SessionSelectionList														nonlure	3	Place	2-Back	55	80	54	0	0	100	10	39	213567	1	14	73	211528	-1	212306	1	778	3	3	2039	53	213581	-54	0																63												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_015_SCENE_01.png	2	2	64	SessionSelectionList														nonlure	3	Place	2-Back	56	80	55	0	0	100	11	39	216139	2	14	72	214100	-1	214830	1	730	3	3	2039	53	216153	-54	0																64												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_016_SCENE_02.png	2	2	65	SessionSelectionList														target	2	Place	2-Back	57	80	56	0	0	100	1	39	218711	2	14	72	216672	-1	217525	1	853	2	2	2039	53	218725	-54	0																65												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_015_SCENE_01.png	2	2	66	SessionSelectionList														target	2	Place	2-Back	58	80	57	0	0	100	2	39	221284	1	13	73	219245	-1	220202	1	957	2	2	2039	52	221297	-53	0																66												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_020_SCENE_06.png	2	2	67	SessionSelectionList														nonlure	3	Place	2-Back	59	80	58	0	0	100	1	39	223856	1	14	72	221817	-1	222729	1	912	3	3	2039	53	223870	-54	0																67												
WM080112	103111_fnca	2	1	1	-151089282	1	75.030	75.031	2.0.10.147	2.0.10.242	2.0.10.242	1.0.0.439	7	234	2	3	Verdana	1	80	0	0	0	WM Stimuli\	1	878.6	1	726.1	1	1068	1	552.6	1	893.4	1	671.4	0.9	743.555555555556	1	624.2	12	315912	3	315901	27	39	315939	-999999	315915	0	36	TrialsPROC	PL_020_SCENE_06.png	2	2	68	SessionSelectionList														lure	3	Place	2-Back	60	80	59	0	0	100	2	39	226428	2	14	72	224389	-1	225181	1	792	3	3	2039	53	226442	-54	0																68												
